,ship-service-level,Category,Amount
860,Standard,Shirt,280.0
861,Expedited,Shirt,249.0
862,Expedited,T-shirt,818.0
863,Expedited,Shirt,429.0
864,Expedited,Shirt,458.0
865,Expedited,Blazzer,
866,Standard,Shirt,475.0
867,Expedited,T-shirt,788.0
868,Expedited,Blazzer,744.0
869,Expedited,Shirt,458.0
870,Expedited,Shirt,505.0
871,Expedited,T-shirt,1186.0
872,Expedited,T-shirt,597.0
873,Expedited,Trousers,463.0
874,Expedited,Shirt,471.0
875,Expedited,T-shirt,626.0
876,Expedited,Shirt,399.0
877,Expedited,T-shirt,788.0
878,Expedited,Trousers,751.0
879,Expedited,Shirt,368.0
880,Expedited,Blazzer,744.0
881,Expedited,Shirt,399.0
882,Expedited,Shirt,475.0
883,Expedited,Shirt,475.0
884,Expedited,Shirt,521.0
885,Expedited,Blazzer,721.0
886,Expedited,T-shirt,788.0
887,Expedited,Shirt,486.0
888,Expedited,T-shirt,597.0
889,Expedited,Blazzer,744.0
890,Expedited,T-shirt,939.0
891,Expedited,Shirt,517.0
892,Standard,Blazzer,744.0
893,Expedited,Shirt,
894,Expedited,Shirt,533.0
895,Expedited,T-shirt,563.0
896,Expedited,Shirt,549.0
897,Standard,T-shirt,626.0
898,Expedited,T-shirt,1099.0
899,Standard,Blazzer,
900,Expedited,T-shirt,696.0
901,Expedited,T-shirt,1432.0
902,Expedited,Shirt,432.0
903,Expedited,T-shirt,1338.0
904,Expedited,T-shirt,597.0
905,Expedited,T-shirt,888.0
906,Expedited,T-shirt,1033.0
907,Expedited,Shirt,376.0
908,Expedited,Blazzer,885.0
909,Expedited,Shirt,635.0
910,Expedited,T-shirt,597.0
911,Expedited,Shirt,563.0
912,Expedited,Shirt,499.0
913,Expedited,Shirt,549.0
914,Expedited,Shirt,549.0
915,Expedited,Shirt,452.0
916,Standard,Shirt,449.0
917,Expedited,Shirt,685.0
918,Standard,Trousers,391.0
919,Standard,Shirt,399.0
920,Expedited,T-shirt,597.0
921,Standard,Shirt,249.0
922,Standard,T-shirt,1099.0
923,Expedited,T-shirt,1099.0
924,Expedited,Shirt,499.0
925,Expedited,Blazzer,744.0
926,Standard,Shirt,399.05
927,Standard,Shirt,463.81
928,Expedited,Shirt,432.0
929,Expedited,Trousers,463.0
930,Expedited,Trousers,
931,Standard,Shirt,0.0
932,Standard,Blazzer,
933,Expedited,Blazzer,665.0
934,Expedited,T-shirt,563.0
935,Expedited,Shirt,399.0
936,Expedited,T-shirt,968.0
937,Standard,Shirt,474.0
938,Standard,Wallet,
939,Standard,Shirt,659.05
940,Standard,Trousers,413.0
941,Standard,Shirt,495.0
942,Standard,Shirt,459.0
943,Expedited,Shirt,486.0
944,Standard,T-shirt,1238.0
945,Expedited,T-shirt,801.0
946,Expedited,Shirt,527.0
947,Expedited,Trousers,493.0
948,Standard,Shirt,0.0
949,Standard,Shirt,280.95
950,Expedited,T-shirt,788.0
951,Expedited,T-shirt,626.0
952,Expedited,Shirt,376.0
953,Expedited,Shirt,471.0
954,Expedited,Shirt,399.0
955,Standard,Shirt,452.38
956,Standard,T-shirt,1432.0
957,Expedited,T-shirt,
958,Standard,Blazzer,725.0
959,Expedited,Shirt,499.0
960,Expedited,Shirt,471.0
961,Expedited,Shirt,
962,Expedited,T-shirt,449.0
963,Expedited,T-shirt,684.0
964,Expedited,Trousers,545.0
965,Expedited,Trousers,545.0
966,Expedited,Wallet,419.0
967,Expedited,Shirt,
968,Expedited,T-shirt,696.0
969,Expedited,Trousers,
970,Expedited,T-shirt,
971,Expedited,Shirt,399.0
972,Standard,T-shirt,613.0
973,Expedited,T-shirt,654.0
974,Expedited,Trousers,487.0
975,Expedited,Blazzer,744.0
976,Standard,Shirt,499.0
977,Standard,Shirt,499.0
978,Expedited,Shirt,406.0
979,Expedited,T-shirt,737.0
980,Expedited,T-shirt,648.0
981,Standard,Perfume,783.0
982,Expedited,Blazzer,744.0
983,Expedited,Blazzer,744.0
984,Standard,T-shirt,653.0
985,Expedited,T-shirt,788.0
986,Expedited,T-shirt,1221.0
987,Standard,T-shirt,0.0
988,Expedited,T-shirt,1112.0
989,Standard,T-shirt,1186.0
990,Standard,Shirt,362.0
991,Expedited,Shirt,432.0
992,Expedited,T-shirt,597.0
993,Expedited,T-shirt,654.0
994,Expedited,Trousers,518.0
995,Expedited,T-shirt,626.0
996,Expedited,T-shirt,761.0
997,Expedited,T-shirt,1186.0
998,Standard,T-shirt,1186.0
999,Standard,T-shirt,1213.0
1000,Standard,T-shirt,922.0
1001,Expedited,Shirt,399.0
1002,Expedited,Trousers,493.0
1003,Standard,T-shirt,951.43
1004,Expedited,T-shirt,653.0
1005,Expedited,T-shirt,820.0
1006,Expedited,Shirt,329.0
1007,Standard,Shirt,685.0
1008,Expedited,Shirt,499.0
1009,Standard,T-shirt,788.0
1010,Expedited,T-shirt,
1011,Expedited,Blazzer,
1012,Expedited,Wallet,460.0
1013,Expedited,Shirt,
1014,Expedited,T-shirt,1388.0
1015,Standard,Blazzer,791.0
1016,Expedited,T-shirt,
1017,Expedited,Shirt,459.0
1018,Expedited,T-shirt,852.0
1019,Expedited,T-shirt,1518.0
1020,Expedited,T-shirt,599.0
1021,Expedited,T-shirt,597.0
1022,Expedited,Trousers,599.0
1023,Expedited,T-shirt,820.0
1024,Standard,T-shirt,696.0
1025,Expedited,Perfume,845.0
1026,Expedited,Shirt,
1027,Expedited,Shirt,
1028,Expedited,T-shirt,597.0
1029,Expedited,T-shirt,684.0
1030,Standard,Shirt,685.0
1031,Expedited,T-shirt,1115.0
1032,Expedited,T-shirt,1146.0
1033,Expedited,Shirt,487.0
1034,Expedited,Shirt,329.0
1035,Standard,Blazzer,
1036,Expedited,Shirt,329.0
1037,Expedited,T-shirt,759.0
1038,Expedited,Blazzer,744.0
1039,Expedited,Shirt,329.0
1040,Expedited,Blazzer,744.0
1041,Standard,Shirt,517.0
1042,Standard,T-shirt,1092.0
1043,Expedited,T-shirt,549.0
1044,Expedited,Trousers,625.0
1045,Expedited,Trousers,512.0
1046,Expedited,Shirt,329.0
1047,Standard,Shirt,329.0
1048,Expedited,Shirt,399.0
1049,Expedited,Shirt,376.0
1050,Expedited,Shirt,399.0
1051,Expedited,T-shirt,
1052,Standard,T-shirt,722.86
1053,Expedited,T-shirt,654.0
1054,Expedited,Shirt,329.0
1055,Expedited,Shirt,471.0
1056,Expedited,T-shirt,1126.0
1057,Expedited,T-shirt,824.0
1058,Standard,T-shirt,
1059,Expedited,T-shirt,654.0
1060,Expedited,Shirt,568.0
1061,Expedited,Shirt,376.0
1062,Expedited,T-shirt,696.0
1063,Standard,Blazzer,699.0
1064,Expedited,Shirt,534.0
1065,Expedited,T-shirt,654.0
1066,Expedited,Trousers,599.0
1067,Expedited,Blazzer,807.0
1068,Expedited,Shirt,406.0
1069,Expedited,Blazzer,744.0
1070,Standard,Shirt,437.14
1071,Expedited,Blazzer,665.0
1072,Expedited,Blazzer,0.0
1073,Expedited,T-shirt,824.0
1074,Expedited,Shirt,424.0
1075,Expedited,Shirt,505.0
1076,Expedited,T-shirt,586.0
1077,Standard,Shirt,635.0
1078,Expedited,T-shirt,1186.0
1079,Expedited,Shirt,318.0
1080,Expedited,T-shirt,696.0
1081,Expedited,T-shirt,1199.0
1082,Expedited,Shirt,459.0
1083,Standard,Shirt,487.0
1084,Expedited,T-shirt,1112.0
1085,Expedited,Shirt,353.0
1086,Expedited,Shirt,399.0
1087,Expedited,Shirt,517.0
1088,Expedited,Shirt,406.0
1089,Expedited,Shirt,568.0
1090,Expedited,T-shirt,1099.0
1091,Expedited,T-shirt,820.0
1092,Expedited,T-shirt,654.0
1093,Expedited,Blazzer,744.0
1094,Standard,T-shirt,582.0
1095,Expedited,Shirt,368.0
1096,Expedited,T-shirt,597.0
1097,Expedited,Trousers,329.0
1098,Expedited,T-shirt,888.0
1099,Standard,Shirt,517.0
1100,Expedited,Trousers,574.0
1101,Expedited,Trousers,399.0
1102,Expedited,Shirt,635.0
1103,Expedited,T-shirt,653.0
1104,Expedited,T-shirt,597.0
1105,Standard,Shirt,0.0
1106,Standard,Trousers,493.0
1107,Standard,Trousers,
1108,Expedited,Shirt,568.0
1109,Standard,Shirt,399.0
1110,Expedited,Shirt,544.0
1111,Standard,T-shirt,1221.0
1112,Expedited,Shirt,368.0
1113,Expedited,Blazzer,
1114,Expedited,Trousers,540.0
1115,Expedited,T-shirt,759.0
1116,Standard,Shirt,0.0
1117,Expedited,T-shirt,1115.0
1118,Expedited,T-shirt,
1119,Expedited,Shirt,429.0
1120,Expedited,T-shirt,1186.0
1121,Expedited,Shirt,
1122,Expedited,T-shirt,1221.0
1123,Expedited,T-shirt,967.0
1124,Expedited,T-shirt,1112.0
1125,Expedited,Shirt,375.0
1126,Expedited,T-shirt,597.0
1127,Expedited,T-shirt,597.0
1128,Expedited,Shirt,435.0
1129,Expedited,T-shirt,788.0
1130,Expedited,T-shirt,1149.0
1131,Expedited,T-shirt,1112.0
1132,Expedited,Shirt,685.0
1133,Expedited,T-shirt,759.0
1134,Expedited,T-shirt,582.0
1135,Standard,Shirt,280.0
1136,Expedited,T-shirt,922.0
1137,Expedited,Trousers,432.0
1138,Expedited,Shirt,458.0
1139,Standard,T-shirt,722.86
1140,Expedited,Shirt,376.0
1141,Expedited,Shirt,329.0
1142,Standard,T-shirt,1115.0
1143,Expedited,Shirt,368.0
1144,Expedited,Shirt,568.0
1145,Expedited,T-shirt,788.0
1146,Expedited,Shirt,311.0
1147,Expedited,T-shirt,478.0
1148,Expedited,Shirt,376.0
1149,Expedited,T-shirt,1432.0
1150,Expedited,Shirt,499.0
1151,Expedited,T-shirt,1186.0
1152,Expedited,Shirt,471.0
1153,Expedited,T-shirt,788.0
1154,Expedited,Shirt,399.0
1155,Standard,Shirt,499.0
1156,Expedited,Shirt,487.0
1157,Expedited,Shirt,368.0
1158,Expedited,T-shirt,1099.0
1159,Expedited,T-shirt,
1160,Expedited,T-shirt,824.0
1161,Standard,Shirt,458.0
1162,Expedited,Shirt,
1163,Standard,Shirt,329.0
1164,Expedited,Shirt,376.0
1165,Standard,T-shirt,491.43
1166,Standard,Shirt,399.0
1167,Expedited,Shirt,459.0
1168,Expedited,T-shirt,1112.0
1169,Standard,T-shirt,759.0
1170,Standard,T-shirt,613.0
1171,Expedited,T-shirt,684.0
1172,Expedited,Trousers,487.0
1173,Expedited,T-shirt,653.0
1174,Expedited,Shirt,362.0
1175,Expedited,T-shirt,696.0
1176,Standard,Trousers,
1177,Expedited,Shirt,399.0
1178,Expedited,T-shirt,692.0
1179,Expedited,Shirt,568.0
1180,Expedited,T-shirt,824.0
1181,Expedited,T-shirt,788.0
1182,Expedited,T-shirt,
1183,Expedited,Shirt,376.0
1184,Expedited,Trousers,487.0
1185,Standard,Shirt,300.95
1186,Standard,Shirt,266.67
1187,Expedited,T-shirt,925.0
1188,Expedited,Shirt,635.0
1189,Expedited,Shirt,259.0
1190,Expedited,T-shirt,
1191,Standard,Shirt,432.0
1192,Expedited,T-shirt,449.0
1193,Standard,Blazzer,566.0
1194,Standard,Blazzer,885.0
1195,Expedited,Blazzer,721.0
1196,Standard,T-shirt,888.0
1197,Standard,T-shirt,599.0
1198,Standard,T-shirt,833.0
1199,Expedited,Shirt,499.0
1200,Expedited,Shirt,399.0
1201,Expedited,T-shirt,737.0
1202,Expedited,T-shirt,1112.0
1203,Expedited,T-shirt,999.0
1204,Expedited,Shirt,399.0
1205,Expedited,Shirt,375.0
1206,Standard,Shirt,375.0
1207,Expedited,Blazzer,625.0
1208,Expedited,Shirt,
1209,Expedited,T-shirt,626.0
1210,Expedited,T-shirt,788.0
1211,Expedited,Shirt,435.0
1212,Expedited,Blazzer,825.0
1213,Standard,Shirt,549.0
1214,Standard,Blazzer,771.0
1215,Expedited,T-shirt,1186.0
1216,Expedited,Blazzer,690.0
1217,Expedited,T-shirt,
1218,Standard,T-shirt,759.0
1219,Expedited,T-shirt,635.0
1220,Standard,T-shirt,1199.0
1221,Expedited,T-shirt,597.0
1222,Expedited,Blazzer,744.0
1223,Expedited,Trousers,540.0
1224,Expedited,Shirt,
1225,Expedited,Blazzer,744.0
1226,Expedited,T-shirt,523.0
1227,Standard,Shirt,0.0
1228,Expedited,Trousers,588.0
1229,Expedited,Shirt,376.0
1230,Expedited,Trousers,545.0
1231,Expedited,T-shirt,631.0
1232,Expedited,T-shirt,759.0
1233,Expedited,Shirt,399.0
1234,Expedited,Blazzer,472.0
1235,Expedited,T-shirt,
1236,Expedited,T-shirt,1099.0
1237,Expedited,Shirt,376.0
1238,Expedited,Shirt,399.0
1239,Expedited,Trousers,518.0
1240,Expedited,Shirt,
1241,Standard,Blazzer,885.0
1242,Expedited,T-shirt,1388.0
1243,Expedited,T-shirt,909.0
1244,Expedited,T-shirt,1299.0
1245,Standard,Shirt,316.0
1246,Expedited,Blazzer,744.0
1247,Expedited,Shirt,487.0
1248,Expedited,Trousers,
1249,Expedited,T-shirt,635.0
1250,Standard,T-shirt,751.0
1251,Expedited,Shirt,
1252,Standard,T-shirt,824.0
1253,Expedited,Shirt,495.0
1254,Expedited,T-shirt,654.0
1255,Standard,Shirt,0.0
1256,Standard,Trousers,599.0
1257,Standard,Trousers,523.0
1258,Standard,Trousers,625.0
1259,Expedited,T-shirt,736.0
1260,Standard,Shirt,0.0
1261,Expedited,Shirt,499.0
1262,Standard,Shirt,487.0
1263,Expedited,Shirt,579.0
1264,Expedited,T-shirt,
1265,Expedited,Shirt,531.0
1266,Expedited,Blazzer,825.0
1267,Expedited,T-shirt,680.0
1268,Expedited,Shirt,291.0
1269,Expedited,Trousers,625.0
1270,Standard,T-shirt,715.0
1271,Standard,Shirt,725.0
1272,Expedited,Blazzer,825.0
1273,Expedited,Shirt,311.0
1274,Standard,T-shirt,792.0
1275,Expedited,T-shirt,
1276,Expedited,Shirt,399.0
1277,Expedited,Shirt,487.0
1278,Expedited,T-shirt,666.0
1279,Expedited,T-shirt,654.0
1280,Standard,T-shirt,1213.0
1281,Expedited,T-shirt,563.0
1282,Standard,Shirt,0.0
1283,Expedited,Blazzer,
1284,Expedited,Shirt,
1285,Standard,Shirt,690.48
1286,Expedited,Shirt,329.0
1287,Expedited,Shirt,533.0
1288,Expedited,Shirt,
1289,Expedited,Shirt,452.0
1290,Expedited,T-shirt,1115.0
1291,Expedited,Shirt,399.0
1292,Expedited,T-shirt,1115.0
1293,Expedited,T-shirt,659.0
1294,Expedited,T-shirt,626.0
1295,Expedited,Trousers,329.0
1296,Expedited,T-shirt,
1297,Expedited,T-shirt,759.0
1298,Standard,T-shirt,0.0
1299,Standard,T-shirt,545.0
1300,Expedited,Shirt,487.0
1301,Expedited,Shirt,487.0
1302,Expedited,Shirt,376.0
1303,Standard,T-shirt,560.0
1304,Expedited,Blazzer,744.0
1305,Expedited,Blazzer,744.0
1306,Standard,Shirt,329.0
1307,Expedited,Shirt,353.0
1308,Standard,T-shirt,722.86
1309,Expedited,T-shirt,597.0
1310,Expedited,T-shirt,788.0
1311,Standard,Shirt,318.0
1312,Expedited,Shirt,399.0
1313,Expedited,T-shirt,1648.0
1314,Expedited,Shirt,353.0
1315,Standard,Trousers,423.0
1316,Expedited,Shirt,511.0
1317,Standard,T-shirt,825.0
1318,Standard,T-shirt,1556.0
1319,Expedited,T-shirt,
1320,Expedited,Wallet,625.0
1321,Expedited,Trousers,540.0
1322,Standard,Shirt,249.0
1323,Expedited,Shirt,458.0
1324,Expedited,Shirt,432.0
1325,Expedited,Shirt,399.0
1326,Expedited,Blazzer,377.0
1327,Expedited,T-shirt,824.0
1328,Expedited,Trousers,329.0
1329,Expedited,T-shirt,801.0
1330,Expedited,T-shirt,626.0
1331,Expedited,Blazzer,744.0
1332,Expedited,Blazzer,744.0
1333,Expedited,Wallet,383.0
1334,Expedited,T-shirt,571.0
1335,Expedited,T-shirt,571.0
1336,Expedited,Shirt,399.0
1337,Expedited,T-shirt,1186.0
1338,Expedited,Blazzer,744.0
1339,Expedited,Trousers,540.0
1340,Expedited,Blazzer,625.0
1341,Expedited,Blazzer,725.0
1342,Expedited,T-shirt,1115.0
1343,Standard,Shirt,463.81
1344,Expedited,T-shirt,545.0
1345,Standard,T-shirt,613.0
1346,Expedited,Shirt,486.0
1347,Expedited,Shirt,399.0
1348,Expedited,Shirt,399.0
1349,Expedited,Blazzer,725.0
1350,Standard,Shirt,599.0
1351,Standard,Shirt,487.0
1352,Standard,T-shirt,449.0
1353,Expedited,Shirt,517.0
1354,Expedited,Shirt,442.0
1355,Standard,Shirt,725.0
1356,Expedited,Shirt,399.0
1357,Standard,T-shirt,582.0
1358,Standard,T-shirt,582.0
1359,Expedited,T-shirt,
1360,Expedited,T-shirt,788.0
1361,Expedited,T-shirt,599.0
1362,Expedited,T-shirt,1115.0
1363,Expedited,Shirt,435.0
1364,Expedited,Shirt,432.0
1365,Expedited,T-shirt,631.0
1366,Expedited,Shirt,399.0
1367,Expedited,Shirt,376.0
1368,Standard,Blazzer,519.0
1369,Expedited,T-shirt,666.0
1370,Expedited,Blazzer,807.0
1371,Expedited,T-shirt,799.0
1372,Expedited,T-shirt,759.0
1373,Expedited,Shirt,495.0
1374,Expedited,Shirt,599.0
1375,Standard,Shirt,446.0
1376,Standard,T-shirt,536.19
1377,Expedited,Shirt,329.0
1378,Expedited,Shirt,399.0
1379,Expedited,T-shirt,824.0
1380,Expedited,Shirt,399.0
1381,Expedited,T-shirt,788.0
1382,Expedited,Blazzer,791.0
1383,Expedited,Shirt,399.0
1384,Standard,Blazzer,393.33
1385,Expedited,Blazzer,690.0
1386,Expedited,Trousers,493.0
1387,Expedited,Shirt,568.0
1388,Expedited,T-shirt,563.0
1389,Expedited,T-shirt,1133.0
1390,Expedited,T-shirt,759.0
1391,Standard,T-shirt,1115.0
1392,Expedited,Blazzer,771.0
1393,Expedited,T-shirt,635.0
1394,Expedited,T-shirt,654.0
1395,Standard,T-shirt,626.0
1396,Expedited,Shirt,486.0
1397,Expedited,Shirt,429.0
1398,Expedited,Shirt,458.0
1399,Expedited,T-shirt,788.0
1400,Expedited,T-shirt,654.0
1401,Expedited,Blazzer,825.0
1402,Expedited,T-shirt,792.0
1403,Standard,Shirt,399.0
1404,Expedited,Shirt,299.0
1405,Expedited,Shirt,476.0
1406,Expedited,T-shirt,519.0
1407,Expedited,Trousers,432.0
1408,Expedited,T-shirt,
1409,Expedited,Shirt,399.0
1410,Expedited,Shirt,375.0
1411,Standard,T-shirt,0.0
1412,Expedited,T-shirt,
1413,Standard,T-shirt,872.38
1414,Expedited,T-shirt,1065.0
1415,Expedited,Blazzer,744.0
1416,Expedited,Shirt,458.0
1417,Expedited,T-shirt,654.0
1418,Expedited,Shirt,376.0
1419,Standard,Shirt,725.0
1420,Standard,T-shirt,881.0
1421,Expedited,T-shirt,499.0
1422,Expedited,Shirt,568.0
1423,Expedited,T-shirt,1115.0
1424,Expedited,T-shirt,631.0
1425,Expedited,T-shirt,476.0
1426,Expedited,Shirt,499.0
1427,Expedited,Shirt,533.0
1428,Expedited,Shirt,562.0
1429,Expedited,T-shirt,666.0
1430,Expedited,Trousers,487.0
1431,Expedited,Shirt,635.0
1432,Standard,Shirt,635.0
1433,Standard,Shirt,477.0
1434,Expedited,Trousers,463.0
1435,Standard,T-shirt,0.0
1436,Standard,T-shirt,1115.0
1437,Expedited,Shirt,399.0
1438,Expedited,Shirt,458.0
1439,Expedited,Shirt,319.0
1440,Expedited,Shirt,533.0
1441,Expedited,Trousers,545.0
1442,Standard,T-shirt,597.0
1443,Expedited,T-shirt,591.0
1444,Expedited,Shirt,582.0
1445,Expedited,Shirt,549.0
1446,Expedited,Shirt,635.0
1447,Expedited,Shirt,353.0
1448,Expedited,Trousers,487.0
1449,Expedited,T-shirt,1112.0
1450,Expedited,Blazzer,690.0
1451,Expedited,T-shirt,788.0
1452,Expedited,Trousers,487.0
1453,Standard,T-shirt,597.0
1454,Expedited,T-shirt,801.0
1455,Standard,Shirt,350.48
1456,Expedited,T-shirt,666.0
1457,Expedited,Shirt,406.0
1458,Expedited,T-shirt,1065.0
1459,Expedited,T-shirt,1669.0
1460,Expedited,Shirt,487.0
1461,Expedited,Shirt,495.0
1462,Standard,Blazzer,869.0
1463,Expedited,Blazzer,807.0
1464,Expedited,Trousers,540.0
1465,Expedited,T-shirt,792.0
1466,Expedited,T-shirt,801.0
1467,Expedited,Trousers,540.0
1468,Standard,T-shirt,548.0
1469,Standard,Shirt,295.0
1470,Expedited,Shirt,435.0
1471,Standard,T-shirt,1432.0
1472,Standard,Shirt,540.95
1473,Expedited,T-shirt,654.0
1474,Standard,Blazzer,488.0
1475,Expedited,T-shirt,666.0
1476,Expedited,T-shirt,
1477,Standard,T-shirt,888.0
1478,Expedited,T-shirt,1112.0
1479,Standard,Shirt,277.14
1480,Standard,Shirt,300.95
1481,Standard,Shirt,313.33
1482,Expedited,Blazzer,899.0
1483,Standard,T-shirt,750.48
1484,Expedited,T-shirt,654.0
1485,Standard,Blazzer,725.0
1486,Expedited,T-shirt,626.0
1487,Standard,Shirt,363.0
1488,Expedited,Shirt,429.0
1489,Expedited,Blazzer,744.0
1490,Expedited,Shirt,399.0
1491,Expedited,T-shirt,599.0
1492,Expedited,T-shirt,1254.0
1493,Expedited,Shirt,517.0
1494,Expedited,T-shirt,1033.0
1495,Standard,T-shirt,1186.0
1496,Expedited,Shirt,432.0
1497,Expedited,T-shirt,801.0
1498,Expedited,T-shirt,824.0
1499,Standard,T-shirt,1126.0
1500,Expedited,T-shirt,1186.0
1501,Expedited,Shirt,368.0
1502,Expedited,Trousers,563.0
1503,Standard,Blazzer,413.0
1504,Expedited,T-shirt,654.0
1505,Expedited,Shirt,
1506,Expedited,T-shirt,545.0
1507,Expedited,Shirt,442.0
1508,Expedited,Shirt,534.0
1509,Standard,Shirt,725.0
1510,Expedited,Shirt,517.0
1511,Standard,Blazzer,566.0
1512,Expedited,Perfume,721.0
1513,Expedited,Blazzer,859.0
1514,Expedited,Shirt,399.0
1515,Expedited,T-shirt,788.0
1516,Expedited,T-shirt,
1517,Expedited,T-shirt,818.0
1518,Standard,Trousers,413.0
1519,Expedited,Trousers,
1520,Expedited,T-shirt,852.0
1521,Standard,T-shirt,570.48
1522,Expedited,Shirt,375.0
1523,Standard,Shirt,375.0
1524,Expedited,Blazzer,625.0
1525,Expedited,Shirt,
1526,Expedited,T-shirt,626.0
1527,Expedited,T-shirt,788.0
1528,Expedited,Shirt,435.0
1529,Expedited,Blazzer,825.0
1530,Expedited,Trousers,540.0
1531,Expedited,T-shirt,563.0
1532,Expedited,Shirt,376.0
1533,Expedited,Shirt,376.0
1534,Expedited,Blazzer,721.0
1535,Expedited,Shirt,376.0
1536,Standard,Shirt,259.0
1537,Expedited,Shirt,511.0
1538,Expedited,T-shirt,1033.0
1539,Expedited,T-shirt,654.0
1540,Expedited,T-shirt,654.0
1541,Expedited,Shirt,376.0
1542,Expedited,Blazzer,744.0
1543,Expedited,T-shirt,1115.0
1544,Expedited,Shirt,368.0
1545,Expedited,T-shirt,680.0
1546,Expedited,T-shirt,737.0
1547,Expedited,T-shirt,626.0
1548,Expedited,T-shirt,654.0
1549,Expedited,T-shirt,654.0
1550,Expedited,T-shirt,1463.0
1551,Expedited,T-shirt,788.0
1552,Expedited,Shirt,
1553,Expedited,Trousers,540.0
1554,Expedited,Trousers,487.0
1555,Standard,Shirt,329.0
1556,Expedited,Shirt,399.0
1557,Expedited,T-shirt,1065.0
1558,Expedited,Blazzer,744.0
1559,Standard,T-shirt,1149.0
1560,Standard,Trousers,413.0
1561,Expedited,Trousers,360.0
1562,Standard,Shirt,499.0
1563,Expedited,Blazzer,825.0
1564,Expedited,Trousers,463.0
1565,Expedited,Blazzer,791.0
1566,Expedited,T-shirt,888.0
1567,Standard,Blazzer,899.0
1568,Standard,Blazzer,859.0
1569,Expedited,Shirt,295.0
1570,Expedited,T-shirt,654.0
1571,Standard,T-shirt,771.0
1572,Expedited,Shirt,406.0
1573,Standard,T-shirt,995.54
1574,Expedited,Shirt,435.0
1575,Expedited,Shirt,499.0
1576,Standard,T-shirt,1143.75
1577,Expedited,Trousers,665.0
1578,Expedited,Blazzer,744.0
1579,Expedited,T-shirt,801.0
1580,Standard,Trousers,545.0
1581,Expedited,T-shirt,
1582,Standard,T-shirt,1338.0
1583,Expedited,Shirt,352.0
1584,Expedited,T-shirt,0.0
1585,Standard,T-shirt,816.0
1586,Expedited,Shirt,399.0
1587,Expedited,Shirt,329.0
1588,Expedited,T-shirt,788.0
1589,Expedited,Shirt,348.0
1590,Expedited,T-shirt,1556.0
1591,Expedited,T-shirt,824.0
1592,Expedited,Shirt,399.0
1593,Expedited,Shirt,737.0
1594,Expedited,Blazzer,744.0
1595,Expedited,T-shirt,1186.0
1596,Expedited,Shirt,399.0
1597,Expedited,T-shirt,759.0
1598,Expedited,Shirt,399.0
1599,Standard,T-shirt,969.0
1600,Expedited,Shirt,345.0
1601,Expedited,T-shirt,968.0
1602,Expedited,T-shirt,545.0
1603,Expedited,Shirt,517.0
1604,Standard,Blazzer,725.0
1605,Standard,Shirt,399.0
1606,Expedited,T-shirt,635.0
1607,Expedited,T-shirt,599.0
1608,Expedited,T-shirt,1099.0
1609,Standard,Blazzer,859.0
1610,Expedited,Shirt,517.0
1611,Expedited,Blazzer,833.0
1612,Expedited,Perfume,845.0
1613,Expedited,T-shirt,
1614,Expedited,T-shirt,
1615,Expedited,Blazzer,744.0
1616,Expedited,Shirt,
1617,Expedited,Shirt,635.0
1618,Expedited,T-shirt,
1619,Expedited,T-shirt,597.0
1620,Expedited,T-shirt,563.0
1621,Expedited,T-shirt,790.0
1622,Expedited,T-shirt,1112.0
1623,Expedited,Shirt,363.0
1624,Expedited,Shirt,399.0
1625,Expedited,Shirt,376.0
1626,Expedited,T-shirt,1112.0
1627,Expedited,T-shirt,654.0
1628,Expedited,Trousers,540.0
1629,Expedited,T-shirt,847.0
1630,Standard,Blazzer,744.0
1631,Expedited,Shirt,319.0
1632,Expedited,Trousers,487.0
1633,Expedited,Blazzer,791.0
1634,Standard,Blazzer,785.71
1635,Expedited,Blazzer,807.0
1636,Expedited,Shirt,399.0
1637,Expedited,T-shirt,626.0
1638,Expedited,T-shirt,788.0
1639,Expedited,Shirt,685.0
1640,Expedited,Trousers,463.0
1641,Expedited,Shirt,399.0
1642,Standard,Blazzer,785.72
1643,Expedited,Shirt,
1644,Standard,Shirt,
1645,Expedited,T-shirt,852.0
1646,Expedited,T-shirt,654.0
1647,Expedited,Shirt,429.0
1648,Standard,T-shirt,1299.0
1649,Expedited,Trousers,0.0
1650,Standard,Shirt,499.0
1651,Expedited,T-shirt,597.0
1652,Standard,Wallet,625.0
1653,Expedited,T-shirt,788.0
1654,Expedited,Trousers,493.0
1655,Expedited,T-shirt,597.0
1656,Expedited,T-shirt,597.0
1657,Expedited,T-shirt,692.0
